JSON - Text based data interchange format.
GeoJSON
Datasets
CSV - A text file format that stores tabular data and uses a comma to separate values.
Discounts for Student Developers
Sysadmin
Radio
Awesome - Recursion illustrated.
Analytics
REST
Continuous Integration and Continuous Delivery
Services Engineering
Free for Developers
"Answers - Stack Overflow, Quora, etc."
Sketch - Design app for macOS.
Boilerplate Projects
Readme
Design and Development Guides
Software Engineering Blogs
Self Hosted
FOSS Production Apps
Gulp - Task runner.
AMA - Ask Me Anything.
Answers
Open Source Photography
OpenGL - Cross-platform API for rendering 2D and 3D graphics.
GraphQL
Transit
Research Tools
Data Visualization
Social Media Share Links
Microservices
"Unicode - Unicode standards, quirks, packages and resources."
Code Points
Beginner-Friendly Projects
Katas
Tools for Activism
Citizen Science - For community-based and non-institutional scientists.
"MQTT - ""Internet of Things"" connectivity protocol."
Hacking Spots
For Girls
Vorpal - Node.js CLI framework.
"Vulkan - Low-overhead, cross-platform 3D graphics and compute API."
LaTeX - Typesetting language.
Economics - An economist's starter kit.
Funny Markov Chains
Bioinformatics
Cheminformatics - Informatics techniques applied to problems in chemistry.
Colorful - Choose your next color scheme.
Steam - Digital distribution platform.
Bots - Building bots.
Site Reliability Engineering
Empathy in Engineering - Building and promoting more compassionate engineering cultures.
DTrace - Dynamic tracing framework.
Userscripts - Enhance your browsing experience.
Pokémon - Pokémon and Pokémon GO.
ChatOps - Managing technical and business operations through a chat.
Falsehood - Falsehoods programmers believe in.
Domain-Driven Design - Software development approach for complex needs by connecting the implementation to an evolving model.
Quantified Self - Self-tracking through technology.
SaltStack - Python-based config management system.
Web Design - For digital designers.
Creative Coding - Programming something expressive instead of something functional.
No-Login Web Apps - Web apps that work without login.
Free Software - Free as in freedom.
Framer - Prototyping interactive UI designs.
Markdown - Markup language.
Dev Fun - Funny developer projects.
"Healthcare - Open source healthcare software for facilities, providers, developers, policy experts, and researchers."
Magento 2 - Open Source eCommerce built with PHP.
TikZ - Graph drawing packages for TeX/LaTeX/ConTeXt.
Neuroscience - Study of the nervous system and brain.
Ad-Free - Ad-free alternatives.
Esolangs - Programming languages designed for experimentation or as jokes rather than actual use.
Prometheus - Open-source monitoring system.
Homematic - Smart home devices.
Ledger - Double-entry accounting on the command-line.
Uncopyright - Public domain works.
Crypto Currency Tools & Algorithms - Digital currency where encryption is used to regulate the generation of units and verify transfers.
Diversity - Creating a more inclusive and diverse tech community.
Open Source Supporters - Companies that offer their tools and services for free to open source projects.
Design Principles - Create better and more consistent designs and experiences.
Theravada - Teachings from the Theravada Buddhist tradition.
inspectIT - Open source Java app performance management tool.
Open Source Maintainers - The experience of being an open source maintainer.
Calculators - Calculators for every platform.
Captcha - A type of challenge–response test used in computing to determine whether or not the user is human.
"Jupyter - Create and share documents that contain code, equations, visualizations and narrative text."
FIRST Robotics Competition - International high school robotics championship.
Humane Technology - Open source projects that help improve society.
Speakers - Conference and meetup speakers in the programming and design community.
Board Games - Table-top gaming fun for all.
Software Patreons - Fund individual programmers or the development of open source projects.
Parasite - Parasites and host-pathogen interactions.
Food - Food-related projects on GitHub.
Mental Health - Mental health awareness and self-care in the software industry.
Bitcoin Payment Processors - Start accepting Bitcoin.
Scientific Computing - Solving complex scientific problems using computers.
Amazon Sellers
Agriculture - Open source technology for farming and gardening.
Product Design - Design a product from the initial concept to production.
Prisma - Turn your database into a GraphQL API.
Software Architecture - The discipline of designing and building software.
Connectivity Data and Reports - Better understand who has access to telecommunication and internet infrastructure and on what terms.
Stacks - Tech stacks for building different apps and features.
Cytodata - Image-based profiling of biological phenotypes for computational biologists.
IRC - Open source messaging protocol.
Advertising - Advertising and programmatic media for websites.
Earth - Find ways to resolve the climate crisis.
Naming - Naming things in computer science done right.
Biomedical Information Extraction - How to extract information from unstructured biomedical data and text.
Web Archiving - An effort to preserve the Web for future generations.
WP-CLI - Command-line interface for WordPress.
